2022-11-29 22:18:32,battery,30.000002
2022-11-29 22:18:52,battery,29.0
2022-11-29 22:19:01,battery,29.0
2022-11-29 22:19:31,battery,29.0
2022-11-29 22:20:01,battery,29.0
2022-11-29 22:20:31,battery,29.0
2022-11-29 22:21:01,battery,29.0
2022-11-29 22:21:31,battery,29.0
2022-11-29 22:22:01,battery,29.0
2022-11-29 22:22:31,battery,29.0
2022-11-29 22:23:01,battery,29.0
2022-11-29 22:23:31,battery,29.0
2022-11-29 22:24:01,battery,29.0
2022-11-29 22:24:31,battery,29.0
2022-11-29 22:25:01,battery,29.0
2022-11-29 22:25:31,battery,29.0
2022-11-29 22:26:01,battery,29.0
2022-11-29 22:26:31,battery,29.0
2022-11-29 22:27:01,battery,29.0
2022-11-29 22:27:31,battery,29.0
2022-11-29 22:28:01,battery,29.0
2022-11-29 22:28:31,battery,29.0
2022-11-29 22:29:01,battery,29.0
2022-11-29 22:29:31,battery,29.0
2022-11-29 22:30:01,battery,29.0
2022-11-29 22:30:31,battery,29.0
2022-11-29 22:31:01,battery,29.0
2022-11-29 22:31:31,battery,29.0
2022-11-29 22:32:01,battery,29.0
2022-11-29 22:32:31,battery,29.0
2022-11-29 22:33:01,battery,29.0
2022-11-29 22:33:31,battery,29.0
2022-11-29 22:34:01,battery,29.0
2022-11-29 22:34:31,battery,29.0
2022-11-29 22:35:01,battery,29.0
2022-11-29 22:35:31,battery,29.0
2022-11-29 22:36:01,battery,29.0
2022-11-29 22:36:31,battery,29.0
2022-11-29 22:37:01,battery,29.0
2022-11-29 22:37:31,battery,29.0
2022-11-29 22:38:01,battery,29.0
2022-11-29 22:38:31,battery,29.0
2022-11-29 22:39:01,battery,29.0
2022-11-29 22:39:31,battery,29.0
2022-11-29 22:40:01,battery,29.0
2022-11-29 22:40:31,battery,29.0
2022-11-29 22:41:01,battery,29.0
2022-11-29 22:41:31,battery,29.0
2022-11-29 22:42:01,battery,29.0
2022-11-29 22:42:31,battery,29.0
2022-11-29 22:43:01,battery,29.0
2022-11-29 22:43:31,battery,29.0
2022-11-29 22:44:01,battery,29.0
2022-11-29 22:44:31,battery,29.0
2022-11-29 22:45:01,battery,29.0
2022-11-29 22:45:31,battery,29.0
2022-11-29 22:46:01,battery,29.0
2022-11-29 22:46:31,battery,29.0
2022-11-29 22:47:01,battery,29.0
2022-11-29 22:47:31,battery,29.0
2022-11-29 22:48:01,battery,29.0
2022-11-29 22:48:31,battery,29.0
2022-11-29 22:49:01,battery,29.0
2022-11-29 22:49:31,battery,29.0
2022-11-29 22:50:01,battery,29.0
2022-11-29 22:50:31,battery,29.0
2022-11-29 22:51:01,battery,29.0
2022-11-29 22:51:31,battery,29.0
2022-11-29 22:52:01,battery,29.0
2022-11-29 22:52:31,battery,29.0
2022-11-29 22:53:01,battery,29.0
2022-11-29 22:53:31,battery,29.0
2022-11-29 22:54:01,battery,29.0
2022-11-29 22:54:31,battery,29.0
2022-11-29 22:55:01,battery,29.0
2022-11-29 22:55:31,battery,29.0
2022-11-29 22:56:01,battery,29.0
2022-11-29 22:56:31,battery,29.0
2022-11-29 22:57:01,battery,29.0
2022-11-29 22:57:31,battery,29.0
2022-11-29 22:58:01,battery,29.0
2022-11-29 22:58:31,battery,29.0
2022-11-29 22:59:01,battery,29.0
2022-11-29 22:59:31,battery,29.0
2022-11-29 23:00:01,battery,29.0
2022-11-29 23:00:31,battery,29.0
2022-11-29 23:01:01,battery,29.0
2022-11-29 23:01:31,battery,29.0
2022-11-29 23:02:01,battery,29.0
2022-11-29 23:02:31,battery,29.0
2022-11-29 23:03:01,battery,29.0
2022-11-29 23:03:31,battery,29.0
2022-11-29 23:04:01,battery,29.0
2022-11-29 23:04:31,battery,29.0
2022-11-29 23:05:01,battery,29.0
2022-11-29 23:05:31,battery,29.0
2022-11-29 23:06:01,battery,29.0
2022-11-29 23:06:31,battery,29.0
2022-11-29 23:07:01,battery,29.0
2022-11-29 23:07:31,battery,29.0
2022-11-29 23:08:01,battery,29.0
2022-11-29 23:08:31,battery,29.0
2022-11-29 23:09:01,battery,29.0
2022-11-29 23:09:31,battery,29.0
2022-11-29 23:10:01,battery,29.0
2022-11-29 23:10:31,battery,29.0
2022-11-29 23:11:01,battery,29.0
2022-11-29 23:11:31,battery,29.0
2022-11-29 23:12:01,battery,29.0
2022-11-29 23:12:31,battery,29.0
2022-11-29 23:13:01,battery,29.0
2022-11-29 23:13:31,battery,29.0
2022-11-29 23:14:01,battery,29.0
2022-11-29 23:14:31,battery,29.0
2022-11-29 23:15:01,battery,29.0
2022-11-29 23:15:31,battery,29.0
2022-11-29 23:16:01,battery,29.0
2022-11-29 23:16:31,battery,29.0
2022-11-29 23:17:01,battery,29.0
2022-11-29 23:17:31,battery,29.0
2022-11-29 23:18:01,battery,29.0
2022-11-29 23:18:31,battery,29.0
2022-11-29 23:19:01,battery,29.0
2022-11-29 23:19:31,battery,29.0
2022-11-29 23:20:01,battery,29.0
2022-11-29 23:20:31,battery,29.0
2022-11-29 23:21:01,battery,29.0
2022-11-29 23:21:31,battery,29.0
2022-11-29 23:22:01,battery,29.0
2022-11-29 23:22:31,battery,29.0
2022-11-29 23:23:01,battery,29.0
2022-11-29 23:23:31,battery,29.0
2022-11-29 23:24:01,battery,29.0
2022-11-29 23:24:31,battery,29.0
2022-11-29 23:25:01,battery,29.0
2022-11-29 23:25:31,battery,29.0
2022-11-29 23:26:01,battery,29.0
2022-11-29 23:26:31,battery,29.0
2022-11-29 23:27:01,battery,29.0
2022-11-29 23:27:31,battery,29.0
2022-11-29 23:28:01,battery,29.0
2022-11-29 23:28:31,battery,29.0
2022-11-29 23:29:01,battery,29.0
2022-11-29 23:29:31,battery,29.0
2022-11-29 23:30:01,battery,29.0
2022-11-29 23:30:31,battery,29.0
2022-11-29 23:31:01,battery,29.0
2022-11-29 23:31:31,battery,29.0
2022-11-29 23:32:01,battery,29.0
2022-11-29 23:32:31,battery,29.0
2022-11-29 23:33:01,battery,29.0
2022-11-29 23:33:12,battery,28.0
2022-11-29 23:33:31,battery,28.0
2022-11-29 23:34:01,battery,28.0
2022-11-29 23:34:31,battery,28.0
2022-11-29 23:35:01,battery,28.0
2022-11-29 23:35:31,battery,28.0
2022-11-29 23:36:01,battery,28.0
2022-11-29 23:36:31,battery,28.0
2022-11-29 23:37:01,battery,28.0
2022-11-29 23:37:31,battery,28.0
2022-11-29 23:38:01,battery,28.0
2022-11-29 23:38:31,battery,28.0
2022-11-29 23:39:01,battery,28.0
2022-11-29 23:39:31,battery,28.0
2022-11-29 23:40:01,battery,28.0
2022-11-29 23:40:31,battery,28.0
2022-11-29 23:41:01,battery,28.0
2022-11-29 23:41:31,battery,28.0
2022-11-29 23:42:01,battery,28.0
2022-11-29 23:42:31,battery,28.0
2022-11-29 23:43:01,battery,28.0
2022-11-29 23:43:31,battery,28.0
2022-11-29 23:44:01,battery,28.0
2022-11-29 23:44:31,battery,28.0
2022-11-29 23:45:01,battery,28.0
2022-11-29 23:45:31,battery,28.0
2022-11-29 23:46:01,battery,28.0
2022-11-29 23:46:31,battery,28.0
2022-11-29 23:47:01,battery,28.0
2022-11-29 23:47:31,battery,28.0
2022-11-29 23:48:01,battery,28.0
2022-11-29 23:48:31,battery,28.0
2022-11-29 23:49:01,battery,28.0
2022-11-29 23:49:31,battery,28.0
2022-11-29 23:50:01,battery,28.0
2022-11-29 23:50:31,battery,28.0
2022-11-29 23:51:01,battery,28.0
2022-11-29 23:51:31,battery,28.0
2022-11-29 23:52:01,battery,28.0
2022-11-29 23:52:31,battery,28.0
2022-11-29 23:53:01,battery,28.0
2022-11-29 23:53:31,battery,28.0
2022-11-29 23:54:01,battery,28.0
2022-11-29 23:54:31,battery,28.0
2022-11-29 23:55:01,battery,28.0
2022-11-29 23:55:31,battery,28.0
2022-11-29 23:56:01,battery,28.0
2022-11-29 23:56:31,battery,28.0
2022-11-29 23:57:01,battery,28.0
2022-11-29 23:57:31,battery,28.0
2022-11-29 23:58:01,battery,28.0
2022-11-29 23:58:31,battery,28.0
2022-11-29 23:59:01,battery,28.0
2022-11-29 23:59:31,battery,28.0